0,169
1,147
10,25
11,28
100,12
101,15
110,2
111,4
1000,178
1001,132
1010,23
1011,29
1100,8
1101,16
1110,4
1111,2
10000,157
10001,143
10010,31
10011,26
10100,11
10101,15
10110,3
10111,4
11000,170
11001,130
11010,25
11011,31
11100,8
11101,18
11110,6
11111,7
100000,62
100001,61
100010,14
100011,9
100100,6
100101,3
100110,1
100111,1
101000,55
101001,35
101010,9
101011,9
101100,5
101101,4
101110,4
101111,2
110000,67
110001,46
110010,10
110011,4
110100,4
110101,4
110110,2
110111,0
111000,44
111001,42
111010,5
111011,6
111100,3
111101,8
111110,3
111111,3
1000000,150
1000001,155
1000010,22
1000011,23
1000100,16
1000101,12
1000110,3
1000111,5
1001000,161
1001001,125
1001010,18
1001011,22
1001100,12
1001101,17
1001110,7
1001111,7
1010000,178
1010001,147
1010010,24
1010011,22
1010100,7
1010101,19
1010110,0
1010111,5
1011000,163
1011001,121
1011010,29
1011011,17
1011100,16
1011101,12
1011110,4
1011111,5
1100000,33
1100001,33
1100010,6
1100011,8
1100100,2
1100101,2
1100110,0
1100111,0
1101000,44
1101001,32
1101010,9
1101011,6
1101100,4
1101101,3
1101110,1
1101111,4
1110000,56
1110001,43
1110010,2
1110011,14
1110100,7
1110101,3
1110110,1
1110111,1
1111000,34
1111001,42
1111010,8
1111011,9
1111100,7
1111101,2
1111110,2
1111111,0
10000000,46
10000001,45
10000010,2
10000011,5
10000100,7
10000101,7
10000110,1
10000111,0
10001000,55
10001001,51
10001010,6
10001011,12
10001100,6
10001101,3
10001110,2
10001111,1
10010000,37
10010001,47
10010010,6
10010011,6
10010100,5
10010101,4
10010110,0
10010111,4
10011000,39
10011001,44
10011010,9
10011011,8
10011100,6
10011101,1
10011110,1
10011111,1
10100000,31
10100001,24
10100010,7
10100011,5
10100100,5
10100101,2
10100110,1
10100111,0
10101000,41
10101001,34
10101010,2
10101011,2
10101100,2
10101101,1
10101110,1
10101111,2
10110000,30
10110001,35
10110010,4
10110011,4
10110100,3
10110101,3
10110110,1
10110111,0
10111000,26
10111001,27
10111010,3
10111011,5
10111100,3
10111101,1
10111110,1
10111111,1
11000000,40
11000001,29
11000010,6
11000011,8
11000100,4
11000101,6
11000110,0
11000111,1
11001000,33
11001001,23
11001010,8
11001011,2
11001100,2
11001101,1
11001110,1
11001111,1
11010000,32
11010001,20
11010010,9
11010011,8
11010100,1
11010101,2
11010110,2
11010111,0
11011000,38
11011001,34
11011010,2
11011011,7
11011100,5
11011101,1
11011110,1
11011111,1
11100000,24
11100001,22
11100010,4
11100011,2
11100100,3
11100101,1
11100110,0
11100111,0
11101000,32
11101001,15
11101010,2
11101011,4
11101100,3
11101101,0
11101110,1
11101111,0
11110000,33
11110001,26
11110010,3
11110011,6
11110100,1
11110101,3
11110110,0
11110111,0
11111000,17
11111001,22
11111010,0
11111011,1
11111100,2
11111101,0
11111110,1
11111111,1
100000000,30
100000001,35
100000010,7
100000011,16
100000100,5
100000101,7
100000110,1
100000111,2
100001000,41
100001001,27
100001010,9
100001011,12
100001100,4
100001101,13
100001110,5
100001111,6
100010000,38
100010001,37
100010010,14
100010011,10
100010100,8
100010101,4
100010110,3
100010111,3
100011000,39
100011001,38
100011010,9
100011011,8
100011100,6
100011101,11
100011110,1
100011111,2
100100000,8
100100001,10
100100010,6
100100011,3
100100100,3
100100101,3
100100110,1
100100111,3
100101000,10
100101001,12
100101010,5
100101011,3
100101100,0
100101101,3
100101110,1
100101111,0
100110000,11
100110001,15
100110010,8
100110011,7
100110100,3
100110101,3
100110110,1
100110111,3
100111000,14
100111001,13
100111010,3
100111011,3
100111100,3
100111101,8
100111110,2
100111111,2
101000000,38
101000001,21
101000010,12
101000011,11
101000100,7
101000101,7
101000110,4
101000111,4
101001000,41
101001001,34
101001010,7
101001011,9
101001100,8
101001101,6
101001110,5
101001111,4
101010000,47
101010001,29
101010010,13
101010011,10
101010100,7
101010101,10
101010110,4
101010111,2
101011000,30
101011001,34
101011010,6
101011011,7
101011100,6
101011101,13
101011110,3
101011111,8
101100000,15
101100001,10
101100010,8
101100011,3
101100100,1
101100101,2
101100110,0
101100111,3
101101000,9
101101001,10
101101010,5
101101011,4
101101100,1
101101101,5
101101110,1
101101111,2
101110000,14
101110001,8
101110010,3
101110011,4
101110100,2
101110101,4
101110110,1
101110111,1
101111000,8
101111001,10
101111010,2
101111011,3
101111100,5
101111101,4
101111110,0
101111111,1
110000000,6
110000001,11
110000010,2
110000011,1
110000100,1
110000101,4
110000110,0
110000111,1
110001000,14
110001001,8
110001010,6
110001011,5
110001100,0
110001101,1
110001110,0
110001111,1
110010000,10
110010001,8
110010010,1
110010011,4
110010100,1
110010101,5
110010110,0
110010111,2
110011000,4
110011001,12
110011010,1
110011011,4
110011100,2
110011101,2
110011110,1
110011111,0
110100000,6
110100001,4
110100010,2
110100011,3
110100100,1
110100101,1
110100110,0
110100111,0
110101000,3
110101001,9
110101010,1
110101011,2
110101100,1
110101101,0
110101110,0
110101111,1
110110000,12
110110001,10
110110010,1
110110011,3
110110100,1
110110101,0
110110110,0
110110111,1
110111000,6
110111001,7
110111010,2
110111011,3
110111100,5
110111101,1
110111110,0
110111111,1
111000000,6
111000001,4
111000010,0
111000011,3
111000100,1
111000101,1
111000110,0
111000111,0
111001000,8
111001001,12
111001010,3
111001011,3
111001100,3
111001101,0
111001110,0
111001111,0
111010000,7
111010001,9
111010010,2
111010011,2
111010100,3
111010101,3
111010110,3
111010111,1
111011000,9
111011001,12
111011010,5
111011011,5
111011100,2
111011101,2
111011110,1
111011111,3
111100000,4
111100001,4
111100010,3
111100011,1
111100100,1
111100101,1
111100110,0
111100111,0
111101000,6
111101001,6
111101010,0
111101011,0
111101100,0
111101101,1
111101110,0
111101111,0
111110000,6
111110001,6
111110010,1
111110011,1
111110100,0
111110101,2
111110110,1
111110111,1
111111000,10
111111001,6
111111010,0
111111011,3
111111100,1
111111101,0
111111110,0
111111111,0
1000000000,146
1000000001,117
1000000010,12
1000000011,18
1000000100,14
1000000101,10
1000000110,5
1000000111,1
1000001000,117
1000001001,110
1000001010,25
1000001011,22
1000001100,6
1000001101,13
1000001110,2
1000001111,2
1000010000,132
1000010001,113
1000010010,22
1000010011,22
1000010100,15
1000010101,11
1000010110,5
1000010111,7
1000011000,131
1000011001,127
1000011010,7
1000011011,19
1000011100,11
1000011101,12
1000011110,5
1000011111,4
1000100000,42
1000100001,38
1000100010,8
1000100011,8
1000100100,7
1000100101,1
1000100110,3
1000100111,2
1000101000,41
1000101001,33
1000101010,3
1000101011,3
