0,89
1,0
10,105
11,0
100,43
101,0
110,28
111,0
1000,128
1001,0
1010,118
1011,0
1100,58
1101,0
1110,46
1111,0
10000,169
10001,0
10010,144
10011,0
10100,47
10101,0
10110,44
10111,0
11000,210
11001,0
11010,202
11011,0
11100,80
11101,0
11110,77
11111,0
100000,94
100001,0
100010,101
100011,0
100100,32
100101,0
100110,41
100111,0
101000,139
101001,0
101010,114
101011,0
101100,62
101101,0
101110,62
101111,0
110000,158
110001,0
110010,144
110011,0
110100,61
110101,0
110110,41
110111,0
111000,189
111001,0
111010,180
111011,0
111100,68
111101,0
111110,69
111111,0
1000000,94
1000001,0
1000010,97
1000011,0
1000100,27
1000101,0
1000110,35
1000111,0
1001000,120
1001001,0
1001010,119
1001011,0
1001100,70
1001101,0
1001110,55
1001111,0
1010000,118
1010001,0
1010010,101
1010011,0
1010100,52
1010101,0
1010110,53
1010111,0
1011000,203
1011001,0
1011010,149
1011011,0
1011100,77
1011101,0
1011110,79
1011111,0
1100000,61
1100001,0
1100010,66
1100011,0
1100100,44
1100101,0
1100110,27
1100111,0
1101000,121
1101001,0
1101010,84
1101011,0
1101100,54
1101101,0
1101110,52
1101111,0
1110000,86
1110001,0
1110010,86
1110011,0
1110100,44
1110101,0
1110110,39
1110111,0
1111000,146
1111001,0
1111010,117
1111011,0
1111100,67
1111101,0
1111110,47
1111111,0
10000000,84
10000001,0
10000010,68
10000011,0
10000100,21
10000101,0
10000110,30
10000111,0
10001000,99
10001001,0
10001010,100
10001011,0
10001100,40
10001101,0
10001110,40
10001111,0
10010000,109
10010001,0
10010010,80
10010011,0
10010100,32
10010101,0
10010110,30
10010111,0
10011000,111
10011001,0
10011010,98
10011011,0
10011100,48
10011101,0
10011110,41
10011111,0
10100000,68
10100001,0
10100010,60
10100011,0
10100100,34
10100101,0
10100110,32
10100111,0
10101000,106
10101001,0
10101010,72
10101011,0
10101100,36
10101101,0
10101110,34
10101111,0
10110000,93
10110001,0
10110010,77
10110011,0
10110100,29
10110101,0
10110110,33
10110111,0
10111000,143
10111001,0
10111010,115
10111011,0
10111100,55
10111101,0
10111110,39
10111111,0
11000000,62
11000001,0
11000010,48
11000011,0
11000100,25
11000101,0
11000110,30
11000111,0
11001000,84
11001001,0
11001010,81
11001011,0
11001100,60
11001101,0
11001110,35
11001111,0
11010000,84
11010001,0
11010010,62
11010011,0
11010100,36
11010101,0
11010110,30
11010111,0
11011000,121
11011001,0
11011010,112
11011011,0
11011100,61
11011101,0
11011110,37
11011111,0
11100000,55
11100001,0
11100010,36
11100011,0
11100100,23
11100101,0
11100110,20
11100111,0
11101000,75
11101001,0
11101010,68
11101011,0
11101100,45
11101101,0
11101110,27
11101111,0
11110000,63
11110001,0
11110010,49
11110011,0
11110100,37
11110101,0
11110110,24
11110111,0
11111000,100
11111001,0
11111010,86
11111011,0
11111100,51
11111101,0
11111110,38
11111111,0
100000000,82
100000001,0
100000010,81
100000011,0
100000100,23
100000101,0
100000110,28
100000111,0
100001000,96
100001001,0
100001010,114
100001011,0
100001100,54
100001101,0
100001110,56
100001111,0
100010000,161
100010001,0
100010010,169
100010011,0
100010100,70
100010101,0
100010110,61
100010111,0
100011000,195
100011001,0
100011010,148
100011011,0
100011100,97
100011101,0
100011110,78
100011111,0
100100000,84
100100001,0
100100010,96
100100011,0
100100100,32
100100101,0
100100110,31
100100111,0
100101000,120
100101001,0
100101010,91
100101011,0
100101100,42
100101101,0
100101110,37
100101111,0
100110000,163
100110001,0
100110010,141
100110011,0
100110100,46
100110101,0
100110110,60
100110111,0
100111000,194
100111001,0
100111010,157
100111011,0
100111100,75
100111101,0
100111110,74
100111111,0
