0,152
1,111
10,24
11,19
100,14
101,15
110,5
111,1
1000,108
1001,105
1010,25
1011,21
1100,8
1101,8
1110,5
1111,4
10000,132
10001,111
10010,17
10011,20
10100,16
10101,12
10110,3
10111,115
11000,102
11001,18
11010,23
11011,13
11100,12
11101,3
11110,4
11111,40
100000,38
100001,6
100010,8
100011,5
100100,5
100101,1
100110,44
100111,31
101000,8
101001,0
101010,0
101011,8
101100,10
101101,0
101110,2
101111,0
110000,60
110001,47
110010,6
110011,10
110100,3
110101,6
110110,1
110111,51
111000,45
111001,2
111010,0
111011,16
111100,0
111101,3
111110,5
111111,2
1000000,123
1000001,101
1000010,13
1000011,26
1000100,14
1000101,8
1000110,4
1000111,6
1001000,100
1001001,89
1001010,20
1001011,24
1001100,8
1001101,5
1001110,3
1001111,2
1010000,126
1010001,112
1010010,20
1010011,16
1010100,12
1010101,12
1010110,1
1010111,1
1011000,115
1011001,79
1011010,18
1011011,18
1011100,9
1011101,11
1011110,3
1011111,0
1100000,41
1100001,34
1100010,4
1100011,4
1100100,3
1100101,3
1100110,0
1100111,2
1101000,41
1101001,17
1101010,4
1101011,5
1101100,3
1101101,4
1101110,1
1101111,2
1110000,40
1110001,27
1110010,10
1110011,6
1110100,8
1110101,3
1110110,2
1110111,2
1111000,30
1111001,27
1111010,2
1111011,7
1111100,4
1111101,6
1111110,1
1111111,0
10000000,39
10000001,36
10000010,4
10000011,2
10000100,2
10000101,3
10000110,0
10000111,2
10001000,29
10001001,34
10001010,6
10001011,12
10001100,5
10001101,4
10001110,2
10001111,1
10010000,41
10010001,34
10010010,2
10010011,12
10010100,6
10010101,1
10010110,2
10010111,2
10011000,34
10011001,33
10011010,5
10011011,6
10011100,6
10011101,4
10011110,5
10011111,1
10100000,20
10100001,19
10100010,3
10100011,3
10100100,4
10100101,1
10100110,1
10100111,3
10101000,15
10101001,12
10101010,3
10101011,2
10101100,2
10101101,4
10101110,1
10101111,3
10110000,23
10110001,16
10110010,1
10110011,4
10110100,1
10110101,0
10110110,0
10110111,1
10111000,17
10111001,15
10111010,3
10111011,6
10111100,1
10111101,3
10111110,0
10111111,3
11000000,29
11000001,19
11000010,6
11000011,5
11000100,3
11000101,3
11000110,2
11000111,0
11001000,23
11001001,25
11001010,2
11001011,4
11001100,2
11001101,2
11001110,1
11001111,1
11010000,30
11010001,19
11010010,3
11010011,7
11010100,5
11010101,2
11010110,0
11010111,2
11011000,26
11011001,29
11011010,2
11011011,8
11011100,3
11011101,2
11011110,1
11011111,2
11100000,21
11100001,15
11100010,3
11100011,3
11100100,6
11100101,1
11100110,1
11100111,1
11101000,9
11101001,11
11101010,2
11101011,1
11101100,0
11101101,0
11101110,1
11101111,0
11110000,20
11110001,19
11110010,1
11110011,2
11110100,3
11110101,2
11110110,1
11110111,0
11111000,12
11111001,17
11111010,3
11111011,1
11111100,2
11111101,1
11111110,2
11111111,2
100000000,32
100000001,39
100000010,9
100000011,11
100000100,7
100000101,4
100000110,2
100000111,2
100001000,56
100001001,36
100001010,10
100001011,9
100001100,3
100001101,8
100001110,3
100001111,4
100010000,41
100010001,41
100010010,8
100010011,17
100010100,8
100010101,9
100010110,4
100010111,2
100011000,33
100011001,39
100011010,9
100011011,6
100011100,11
100011101,11
100011110,6
100011111,7
100100000,15
100100001,5
100100010,3
100100011,7
100100100,4
100100101,3
100100110,1
100100111,1
100101000,16
100101001,19
100101010,2
100101011,2
100101100,5
100101101,2
100101110,2
100101111,3
100110000,16
100110001,24
100110010,3
100110011,4
100110100,2
100110101,2
100110110,1
100110111,0
100111000,14
100111001,13
100111010,2
100111011,6
100111100,2
100111101,3
100111110,0
100111111,2
101000000,46
101000001,50
101000010,6
101000011,7
101000100,7
101000101,7
101000110,2
101000111,8
101001000,45
101001001,30
101001010,7
101001011,6
101001100,10
101001101,11
101001110,2
101001111,2
101010000,51
101010001,38
101010010,9
101010011,8
101010100,7
101010101,15
101010110,1
101010111,3
101011000,32
101011001,31
101011010,8
101011011,16
101011100,5
101011101,10
101011110,4
101011111,6
101100000,13
101100001,10
101100010,1
101100011,4
101100100,2
101100101,4
101100110,1
101100111,1
101101000,17
101101001,10
101101010,3
101101011,3
101101100,3
101101101,2
101101110,0
101101111,1
101110000,12
101110001,16
101110010,2
101110011,5
101110100,3
101110101,0
101110110,0
101110111,1
101111000,11
101111001,13
101111010,1
101111011,4
101111100,4
101111101,1
101111110,2
101111111,1
110000000,15
110000001,10
110000010,5
110000011,6
110000100,1
110000101,1
110000110,0
110000111,1
110001000,14
110001001,10
110001010,4
110001011,2
110001100,3
110001101,2
110001110,1
110001111,1
110010000,15
110010001,12
110010010,7
110010011,1
110010100,3
110010101,4
110010110,0
110010111,1
110011000,12
110011001,12
110011010,1
110011011,4
110011100,4
110011101,1
110011110,2
110011111,3
110100000,9
110100001,11
110100010,2
110100011,2
110100100,1
110100101,1
110100110,0
110100111,1
110101000,11
110101001,3
110101010,1
110101011,3
110101100,0
110101101,1
110101110,0
110101111,2
110101000,0
110101001,0
110101010,0
110101011,0
110101100,0
110101101,0
110101110,0
110101111,0
110110000,5
110110001,10
110110010,1
110110011,1
110110100,0
110110101,1
110110110,1
110110111,0
110111000,7
110111001,9
110111010,1
110111011,3
110111100,2
110111101,2
110111110,0
110111111,0
111000000,10
111000001,10
111000010,4
111000011,3
111000100,0
111000101,1
111000110,0
111000111,1
111001000,14
111001001,11
111001010,4
111001011,5
111001100,0
111001101,1
111001110,0
111001111,2
111010000,10
111010001,7
111010010,2
111010011,3
111010100,4
111010101,4
111010110,0
111010111,0
111011000,8
111011001,11
111011010,5
111011011,5
111011100,1
111011101,1
111011110,0
111011111,0
111100000,3
111100001,5
111100010,3
111100011,1
111100100,1
111100101,2
111100110,1
111100111,0
111101000,4
111101001,3
111101010,1
111101011,1
111101100,1
111101101,1
111101110,1
111101111,0
111110000,11
111110001,9
111110010,1
111110011,2
111110100,3
111110101,2
111110110,0
111110111,0
111111000,9
111111001,7
111111010,1
111111011,1
111111100,1
111111101,2
111111110,0
111111111,1
1000000000,109
1000000001,91
1000000010,15
1000000011,18
1000000100,12
1000000101,12
1000000110,1
1000000111,4
1000001000,98
1000001001,74
1000001010,17
1000001011,25
1000001100,10
1000001101,5
1000001110,7
1000001111,5
1000010000,127
1000010001,84
1000010010,19
1000010011,17
1000010100,11
1000010101,11
1000010110,4
1000010111,3
1000011000,97
1000011001,84
1000011010,21
1000011011,14
1000011100,11
1000011101,12
1000011110,1
1000011111,3
1000100000,29
1000100001,33
1000100010,5
1000100011,11
1000100100,3
1000100101,3
1000100110,2
1000100111,1
1000101000,30
1000101001,28
1000101010,6
1000101011,5
1000101100,5
1000101101,5
1000101110,3
1000101111,1
1000110000,46
1000110001,38
1000110010,9
1000110011,7
1000110100,3
1000110101,11
1000110110,2
1000110111,3
1000111000,36
1000111001,22
1000111010,6
1000111011,3
1000111100,4
1000111101,2
1000111110,2
1000111111,3
1001000000,92
1001000001,88
1001000010,13
1001000011,20
1001000100,10
1001000101,5
1001000110,3
1001000111,2
1001001000,77
1001001001,64
1001001010,26
1001001011,19
1001001100,13
1001001101,5
1001001110,3
1001001111,3
1001010000,104
1001010001,87
1001010010,9
1001010011,18
1001010100,12
1001010101,7
1001010110,5
1001010111,2
1001011000,97
1001011001,92
1001011010,14
1001011011,18
1001011100,7
1001011101,6
1001011110,5
1001011111,4
1001100000,35
1001100001,36
1001100010,7
1001100011,3
1001100100,3
1001100101,3
1001100110,0
1001100111,2
1001101000,30
1001101001,20
1001101010,5
1001101011,7
1001101100,2
1001101101,1
1001101110,2
1001101111,1
1001110000,31
1001110001,28
1001110010,5
1001110011,8
1001110100,4
1001110101,4
1001110110,0
1001110111,2
1001111000,36
1001111001,19
1001111010,6
1001111011,3
1001111100,3
1001111101,8
1001111110,0
1001111111,1
1010000000,38
1010000001,41
1010000010,6
1010000011,3
1010000100,1
1010000101,4
1010000110,2
1010000111,0
1010001000,22
1010001001,24
1010001010,8
1010001011,4
1010001100,0
1010001101,1
1010001110,1
